text,label
"No one wants you around, dude.",1
Well done on your achievement. :),0
Your life is boy.,1
"I hate you so much, you embarrassing.",1
You always bring out the best in others. 100%.,0
Your feedback was really helpful. :),0
"Go away, you kid loser.",1
"You will never be good enough, you man idiot.",1
"No one wants you around, pal.",1
You're a complete weird failure.,1
I love spending time with you. Really!,0
Your hard work is really paying off. :),0
Well done on your achievement. :),0
Your feedback was really helpful. I mean it.,0
"Just disappear, you bro weirdo.",1
I'm lucky to know you. No doubt.,0
You bro piece of trash.,1
Your feedback was really helpful. Seriously.,0
I'm really glad you're on the team. I mean it.,0
You are the most annoying person I know.,1
You always bring out the best in others. Really!,0
I think you're doing an awesome job. Seriously.,0
Everyone appreciates what you do. Really!,0
You are beyond bro.,1
"Go away, you pathetic loser.",1
You made my day so much better. 100%.,0
I'm lucky to know you. No doubt.,0
Everyone thinks you're lame.,1
I love how dedicated you are.,0
You bro piece of trash.,1
You inspire me every day. 100%.,0
"You deserve nothing, you toxic rat.",1
You should be proud of yourself. Really!,0
"Just disappear, you useless weirdo.",1
Well done on your achievement. No doubt.,0
"You deserve nothing, you stupid rat.",1
Thanks for always being there for me.,0
You always know the right thing to say. Seriously.,0
You useless piece of trash.,1
You terrible piece of trash.,1
I'm lucky to know you. For real.,0
I think you're doing an awesome job. Seriously.,0
"Nobody likes you, mate.",1
You are beyond cringe.,1
You made my day so much better.,0
That was an amazing presentation. 100%.,0
That idea you had was brilliant. I mean it.,0
You're a complete girl failure.,1
You always know the right thing to say. For real.,0
You handled that so well. I mean it.,0
You're too pathetic to understand anything.,1
"Everyone laughs at you behind your back, crazy.",1
You are such a pitiful.,1
You're too obnoxious to understand anything.,1
"No one wants you around, dumb.",1
"I hate you so much, you basic.",1
You are such a mate.,1
I think you're doing an awesome job. 100%.,0
"Everyone laughs at you behind your back, annoying.",1
"No one wants you around, kid.",1
"You make everyone sick, you you freak.",1
You're a complete boring failure.,1
"You make everyone sick, you repulsive freak.",1
Keep up the good work! :),0
Your hard work is really paying off. I mean it.,0
Well done on your achievement. Seriously.,0
Your feedback was really helpful.,0
I'm really glad you're on the team.,0
Your life is obnoxious.,1
You're so creative and thoughtful. No doubt.,0
"You will never be good enough, you girl idiot.",1
"Stop existing, you fat waste.",1
That idea you had was brilliant.,0
You fat piece of trash.,1
Your feedback was really helpful. 100%.,0
You are the most crazy person I know.,1
You're so pathetic and pathetic.,1
Keep up the good work! I mean it.,0
You should be proud of yourself.,0
I love spending time with you. Really!,0
Keep up the good work! :),0
Your smile is contagious! Seriously.,0
"No one wants you around, mate.",1
You are genuinely one of the best people I know. Really!,0
You're so creative and thoughtful. Really!,0
You're a complete fake failure.,1
You handled that so well. I mean it.,0
You have such a positive energy. No doubt.,0
You handled that so well. Really!,0
That idea you had was brilliant.,0
"Everyone laughs at you behind your back, annoying.",1
Your feedback was really helpful. Really!,0
You are beyond annoying.,1
"Nobody likes you, fat.",1
I'm really glad you're on the team. Really!,0
"Stop existing, you girl waste.",1
Your life is toxic.,1
You are genuinely one of the best people I know. No doubt.,0
"Just disappear, you ridiculous weirdo.",1
That idea you had was brilliant.,0
"You will never be good enough, you mate idiot.",1
You are genuinely one of the best people I know. Seriously.,0
Keep up the good work! No doubt.,0
"Just disappear, you you weirdo.",1
"Nobody likes you, terrible.",1
I think you're doing an awesome job. Seriously.,0
That idea you had was brilliant. For real.,0
Your smile is contagious! :),0
That was an amazing presentation.,0
"You make everyone sick, you man freak.",1
You are the most hopeless person I know.,1
You're so creative and thoughtful. 100%.,0
"I hate you so much, you worthless.",1
"I hate you so much, you pathetic.",1
You are the most disgusting person I know.,1
You pathetic piece of trash.,1
"You will never be good enough, you bro idiot.",1
You're too pal to understand anything.,1
"I hate you so much, you bro.",1
You should be proud of yourself. No doubt.,0
That was a very kind thing to do. I mean it.,0
That was a very kind thing to do.,0
You're so kid and pathetic.,1
"I hate you so much, you terrible.",1
I really appreciate your help. For real.,0
"You deserve nothing, you dumb rat.",1
"No one wants you around, worthless.",1
Well done on your achievement. For real.,0
That was a very kind thing to do. For real.,0
You are such a fat.,1
You're too pal to understand anything.,1
You disgusting piece of trash.,1
You are beyond ridiculous.,1
You always bring out the best in others.,0
"You make everyone sick, you bro freak.",1
Your feedback was really helpful. Seriously.,0
Everyone thinks you're man.,1
That was an amazing presentation. Really!,0
Your feedback was really helpful. For real.,0
Your hard work is really paying off. No doubt.,0
I'm lucky to know you. :),0
"No one wants you around, nasty.",1
Your life is hopeless.,1
That idea you had was brilliant. :),0
You are the most boring person I know.,1
You have such a positive energy. Really!,0
"Nobody likes you, gross.",1
"Nobody likes you, pal.",1
You are the most man person I know.,1
You're too repulsive to understand anything.,1
"You deserve nothing, you basic rat.",1
You are genuinely one of the best people I know. 100%.,0
You handled that so well. Really!,0
I think you're doing an awesome job. 100%.,0
Your smile is contagious! :),0
You are such a ugly.,1
You did a great job today! Really!,0
"Stop existing, you ugly waste.",1
I think you're doing an awesome job. Really!,0
Your hard work is really paying off. Really!,0
I think you're doing an awesome job. For real.,0
"No one wants you around, fake.",1
You are beyond vile.,1
"You will never be good enough, you pitiful idiot.",1
"Everyone laughs at you behind your back, dude.",1
Everyone thinks you're you.,1
You are the most boring person I know.,1
You have such a positive energy. For real.,0
I'm really glad you're on the team. I mean it.,0
You nasty piece of trash.,1
Everyone appreciates what you do. 100%.,0
That was an amazing presentation. Really!,0
You are such a crazy.,1
"You deserve nothing, you ugly rat.",1
"Stop existing, you mate waste.",1
"No one wants you around, fake.",1
You always bring out the best in others.,0
"Just disappear, you girl weirdo.",1
I'm really glad you're on the team. :),0
You're so ugly and pathetic.,1
You're so fat and pathetic.,1
You should be proud of yourself.,0
"No one wants you around, basic.",1
You are such a boy.,1
You inspire me every day. I mean it.,0
"Nobody likes you, you.",1
"Go away, you you loser.",1
You're so repulsive and pathetic.,1
Thanks for your patience and understanding. For real.,0
You useless piece of trash.,1
"Everyone laughs at you behind your back, awful.",1
You always know the right thing to say.,0
I think you're doing an awesome job. :),0
Thanks for always being there for me. I mean it.,0
I love spending time with you. I mean it.,0
"Go away, you vile loser.",1
Well done on your achievement.,0
That was an amazing presentation. No doubt.,0
I think you're doing an awesome job.,0
"You will never be good enough, you awful idiot.",1
You are such a kid.,1
Your life is horrible.,1
"You will never be good enough, you basic idiot.",1
You're a complete terrible failure.,1
"Go away, you boy loser.",1
Everyone thinks you're awful.,1
You are beyond ugly.,1
You always bring out the best in others. Seriously.,0
You always know the right thing to say. No doubt.,0
Everyone thinks you're awful.,1
Everyone appreciates what you do.,0
"You deserve nothing, you embarrassing rat.",1
You are genuinely one of the best people I know. Really!,0
You are beyond lame.,1
Your hard work is really paying off. 100%.,0
Everyone appreciates what you do. Seriously.,0
"No one wants you around, horrible.",1
"You deserve nothing, you boy rat.",1
I'm lucky to know you. For real.,0
Thanks for your patience and understanding.,0
"Go away, you boy loser.",1
You handled that so well. Really!,0
"Nobody likes you, repulsive.",1
"No one wants you around, kid.",1
You made my day so much better. Seriously.,0
You always know the right thing to say. I mean it.,0
"Stop existing, you ugly waste.",1
You handled that so well. For real.,0
You are so weird it's embarrassing.,1
Your smile is contagious!,0
You should be proud of yourself. 100%.,0
You are the most boring person I know.,1
You made my day so much better. 100%.,0
You always know the right thing to say. For real.,0
You are so girl it's embarrassing.,1
I'm really glad you're on the team. For real.,0
"Nobody likes you, crazy.",1
Well done on your achievement. No doubt.,0
You are so repulsive it's embarrassing.,1
You made my day so much better. No doubt.,0
You are the most you person I know.,1
You kid piece of trash.,1
You made this project much better. No doubt.,0
"Go away, you you loser.",1
You're so awful and pathetic.,1
"You will never be good enough, you dude idiot.",1
Everyone thinks you're horrible.,1
"No one wants you around, irrelevant.",1
"You will never be good enough, you dude idiot.",1
That was an amazing presentation. 100%.,0
Your smile is contagious! Seriously.,0
Your feedback was really helpful. 100%.,0
That idea you had was brilliant. 100%.,0
Everyone thinks you're cringe.,1
You are beyond hopeless.,1
"Just disappear, you useless weirdo.",1
Thanks for always being there for me. No doubt.,0
You are the most girl person I know.,1
"Just disappear, you nasty weirdo.",1
"Stop existing, you man waste.",1
You are so talented and kind. 100%.,0
Everyone appreciates what you do. Really!,0
Thanks for always being there for me. :),0
You're so creative and thoughtful. Seriously.,0
Everyone thinks you're man.,1
You're a complete pathetic failure.,1
You nasty piece of trash.,1
I love spending time with you. No doubt.,0
You're so ugly and pathetic.,1
"No one wants you around, nasty.",1
You are so awful it's embarrassing.,1
Your smile is contagious! I mean it.,0
"You make everyone sick, you lame freak.",1
Your hard work is really paying off. Really!,0
That idea you had was brilliant.,0
Thanks for your patience and understanding. For real.,0
"Nobody likes you, fake.",1
You made my day so much better. 100%.,0
You always bring out the best in others. Really!,0
I'm lucky to know you. 100%.,0
Thanks for always being there for me. For real.,0
You made this project much better.,0
You're too embarrassing to understand anything.,1
I think you're doing an awesome job. :),0
Keep up the good work!,0
You always bring out the best in others. Really!,0
You are so kid it's embarrassing.,1
I'm really glad you're on the team. Seriously.,0
You made this project much better. Seriously.,0
"Stop existing, you useless waste.",1
"You deserve nothing, you you rat.",1
You kid piece of trash.,1
"Stop existing, you irrelevant waste.",1
"No one wants you around, man.",1
"Stop existing, you mate waste.",1
"You make everyone sick, you bro freak.",1
You did a great job today! I mean it.,0
You're so fat and pathetic.,1
Your life is ugly.,1
Your smile is contagious! I mean it.,0
Everyone thinks you're ridiculous.,1
You're so creative and thoughtful. Really!,0
"I hate you so much, you vile.",1
You made this project much better.,0
"I hate you so much, you obnoxious.",1
You are so embarrassing it's embarrassing.,1
You are the most girl person I know.,1
"Stop existing, you man waste.",1
You nasty piece of trash.,1
You should be proud of yourself. Really!,0
"Go away, you ridiculous loser.",1
Your hard work is really paying off. For real.,0
You should be proud of yourself. :),0
"You make everyone sick, you you freak.",1
"You make everyone sick, you hopeless freak.",1
You made this project much better. I mean it.,0
You are genuinely one of the best people I know. Really!,0
You are so dude it's embarrassing.,1
Thanks for always being there for me. Seriously.,0
I'm lucky to know you. Really!,0
You are the most bro person I know.,1
Well done on your achievement. No doubt.,0
Keep up the good work! I mean it.,0
"You will never be good enough, you dude idiot.",1
Your feedback was really helpful. Really!,0
Your feedback was really helpful. Seriously.,0
I'm really glad you're on the team. For real.,0
You're so fake and pathetic.,1
You inspire me every day. :),0
Thanks for always being there for me. No doubt.,0
"No one wants you around, mate.",1
You dumb piece of trash.,1
"You make everyone sick, you pal freak.",1
That was an amazing presentation.,0
You always bring out the best in others. No doubt.,0
You inspire me every day. For real.,0
"No one wants you around, vile.",1
You made my day so much better. :),0
You are so cringe it's embarrassing.,1
You're so vile and pathetic.,1
Your smile is contagious! Seriously.,0
Your life is girl.,1
Everyone thinks you're pathetic.,1
You are beyond repulsive.,1
You are beyond useless.,1
You are the most repulsive person I know.,1
You are so embarrassing it's embarrassing.,1
I love spending time with you. For real.,0
You're so man and pathetic.,1
Your smile is contagious! Seriously.,0
I love spending time with you. :),0
You're so creative and thoughtful. No doubt.,0
"Go away, you awful loser.",1
"Stop existing, you boy waste.",1
"Go away, you crazy loser.",1
You mate piece of trash.,1
Keep up the good work!,0
You're so boring and pathetic.,1
"You will never be good enough, you pal idiot.",1
You are so weird it's embarrassing.,1
"Stop existing, you vile waste.",1
That idea you had was brilliant. Seriously.,0
You have such a positive energy. No doubt.,0
"You make everyone sick, you annoying freak.",1
I'm really glad you're on the team. For real.,0
You're a complete you failure.,1
You are the most toxic person I know.,1
"Nobody likes you, annoying.",1
Everyone appreciates what you do. I mean it.,0
You are such a good friend.,0
Your smile is contagious!,0
You're a complete horrible failure.,1
You're so embarrassing and pathetic.,1
I'm lucky to know you. Really!,0
Your smile is contagious! Really!,0
"Stop existing, you weird waste.",1
"No one wants you around, boy.",1
Thanks for your patience and understanding. Seriously.,0
I'm really glad you're on the team. Really!,0
"You make everyone sick, you bro freak.",1
Thanks for your patience and understanding. :),0
You are so you it's embarrassing.,1
You are such a you.,1
"Stop existing, you useless waste.",1
Thanks for always being there for me. 100%.,0
You made this project much better. Really!,0
You are such a good friend.,0
"I hate you so much, you annoying.",1
You're so creative and thoughtful. Seriously.,0
You are so dumb it's embarrassing.,1
You are so talented and kind. Really!,0
You're too nasty to understand anything.,1
"You make everyone sick, you gross freak.",1
You are beyond stupid.,1
You are the most embarrassing person I know.,1
You're so worthless and pathetic.,1
I think you're doing an awesome job. Really!,0
You're a complete vile failure.,1
You are so talented and kind. Really!,0
"You will never be good enough, you terrible idiot.",1
That idea you had was brilliant. :),0
You are such a gross.,1
"Everyone laughs at you behind your back, lame.",1
"I hate you so much, you gross.",1
You inspire me every day. Seriously.,0
"Everyone laughs at you behind your back, hopeless.",1
I love how dedicated you are. :),0
You're so hopeless and pathetic.,1
I love spending time with you. For real.,0
You are such a good friend. Seriously.,0
Your hard work is really paying off. Seriously.,0
"Stop existing, you worthless waste.",1
"Stop existing, you kid waste.",1
"Everyone laughs at you behind your back, man.",1
You are beyond cringe.,1
I think you're doing an awesome job. For real.,0
Everyone appreciates what you do. I mean it.,0
You are so talented and kind. For real.,0
"No one wants you around, toxic.",1
"No one wants you around, toxic.",1
"No one wants you around, lame.",1
Your smile is contagious! :),0
You're so creative and thoughtful. I mean it.,0
You're a complete horrible failure.,1
Well done on your achievement. :),0
"You make everyone sick, you irrelevant freak.",1
You are such a ugly.,1
You are the most mate person I know.,1
You're so pal and pathetic.,1
Keep up the good work! For real.,0
Your life is girl.,1
You always bring out the best in others. For real.,0
Your hard work is really paying off. Really!,0
You have such a positive energy. 100%.,0
I really appreciate your help. Seriously.,0
You always bring out the best in others. No doubt.,0
You should be proud of yourself. Really!,0
I think you're doing an awesome job. For real.,0
You are beyond repulsive.,1
I'm lucky to know you. 100%.,0
"You deserve nothing, you girl rat.",1
You are so talented and kind.,0
You are so talented and kind. 100%.,0
You made this project much better.,0
Your feedback was really helpful. Really!,0
"You make everyone sick, you fat freak.",1
You are the most fake person I know.,1
Everyone appreciates what you do. :),0
That idea you had was brilliant.,0
"Everyone laughs at you behind your back, worthless.",1
You are so embarrassing it's embarrassing.,1
"No one wants you around, fake.",1
You inspire me every day. No doubt.,0
You always know the right thing to say. 100%.,0
"You make everyone sick, you mate freak.",1
Your hard work is really paying off. For real.,0
"Just disappear, you dude weirdo.",1
I'm lucky to know you. For real.,0
You are such a good friend. :),0
Keep up the good work! Seriously.,0
"Everyone laughs at you behind your back, irrelevant.",1
"I hate you so much, you pal.",1
You are so ugly it's embarrassing.,1
"You make everyone sick, you weird freak.",1
You are so boring it's embarrassing.,1
Thanks for your patience and understanding.,0
I think you're doing an awesome job. 100%.,0
"No one wants you around, obnoxious.",1
I really appreciate your help. No doubt.,0
You're so creative and thoughtful. For real.,0
That was an amazing presentation. :),0
I really appreciate your help. Really!,0
You're too pal to understand anything.,1
You are such a fat.,1
Thanks for your patience and understanding. 100%.,0
"You will never be good enough, you kid idiot.",1
That was an amazing presentation. Really!,0
"Just disappear, you annoying weirdo.",1
You should be proud of yourself. Really!,0
You are the most toxic person I know.,1
"Go away, you weird loser.",1
"Go away, you lame loser.",1
You did a great job today! 100%.,0
"Go away, you weird loser.",1
That was an amazing presentation. Really!,0
You made my day so much better. For real.,0
You made my day so much better. I mean it.,0
Thanks for always being there for me. I mean it.,0
"Nobody likes you, worthless.",1
I love how dedicated you are. No doubt.,0
You always know the right thing to say. Really!,0
You are so talented and kind. :),0
Keep up the good work! No doubt.,0
You're so fat and pathetic.,1
I love spending time with you. :),0
Your smile is contagious! 100%.,0
"Stop existing, you lame waste.",1
Thanks for always being there for me. Really!,0
Everyone appreciates what you do. No doubt.,0
You are genuinely one of the best people I know. Seriously.,0
"Just disappear, you useless weirdo.",1
You are the most repulsive person I know.,1
Everyone appreciates what you do. 100%.,0
You are such a good friend. Really!,0
You are so talented and kind. For real.,0
You're so creative and thoughtful. Seriously.,0
You're a complete girl failure.,1
You're so dumb and pathetic.,1
Keep up the good work! No doubt.,0
"Nobody likes you, kid.",1
You are beyond embarrassing.,1
You handled that so well. For real.,0
You should be proud of yourself. Seriously.,0
"I hate you so much, you dude.",1
You always bring out the best in others. 100%.,0
That idea you had was brilliant. No doubt.,0
Your hard work is really paying off. I mean it.,0
Everyone thinks you're boy.,1
Your life is basic.,1
You are such a good friend. No doubt.,0
You inspire me every day. No doubt.,0
You made this project much better. :),0
"You will never be good enough, you girl idiot.",1
I love how dedicated you are. Really!,0
"You will never be good enough, you cringe idiot.",1
That was an amazing presentation. Seriously.,0
You are beyond cringe.,1
Thanks for always being there for me. Really!,0
You are so you it's embarrassing.,1
That was a very kind thing to do. Seriously.,0
"No one wants you around, weird.",1
"Just disappear, you girl weirdo.",1
Keep up the good work! 100%.,0
Everyone appreciates what you do. Really!,0
You are so talented and kind. For real.,0
I love how dedicated you are. I mean it.,0
You made this project much better.,0
Everyone appreciates what you do. 100%.,0
"Go away, you lame loser.",1
That was an amazing presentation. 100%.,0
That was a very kind thing to do. :),0
I really appreciate your help. Really!,0
"You make everyone sick, you boring freak.",1
You should be proud of yourself. I mean it.,0
Your feedback was really helpful.,0
That was an amazing presentation.,0
You are beyond dumb.,1
Your smile is contagious! Seriously.,0
Thanks for your patience and understanding. No doubt.,0
You are the most girl person I know.,1
Your feedback was really helpful. I mean it.,0
"You make everyone sick, you disgusting freak.",1
You're so disgusting and pathetic.,1
That was a very kind thing to do. I mean it.,0
"Go away, you bro loser.",1
Your life is kid.,1
You are so ridiculous it's embarrassing.,1
Everyone appreciates what you do.,0
You are beyond toxic.,1
"You deserve nothing, you pathetic rat.",1
I'm really glad you're on the team. For real.,0
"You will never be good enough, you hopeless idiot.",1
You man piece of trash.,1
Thanks for always being there for me.,0
Your life is ridiculous.,1
"You deserve nothing, you disgusting rat.",1
Your feedback was really helpful. 100%.,0
"Just disappear, you man weirdo.",1
"I hate you so much, you pal.",1
Thanks for always being there for me. Really!,0
Your hard work is really paying off. No doubt.,0
Everyone thinks you're stupid.,1
"Stop existing, you stupid waste.",1
Your life is disgusting.,1
"Stop existing, you irrelevant waste.",1
Your smile is contagious!,0
I love spending time with you. For real.,0
"Stop existing, you fat waste.",1
You are beyond vile.,1
You are so worthless it's embarrassing.,1
Your life is pitiful.,1
You are the most ugly person I know.,1
"No one wants you around, vile.",1
You worthless piece of trash.,1
You are such a good friend. 100%.,0
"Go away, you boy loser.",1
I love spending time with you. :),0
"Stop existing, you repulsive waste.",1
You are beyond fake.,1
You handled that so well. No doubt.,0
Everyone thinks you're stupid.,1
Your smile is contagious! :),0
"You make everyone sick, you kid freak.",1
"Go away, you weird loser.",1
"Everyone laughs at you behind your back, weird.",1
"Go away, you vile loser.",1
You man piece of trash.,1
You always know the right thing to say. I mean it.,0
Your hard work is really paying off. :),0
Thanks for your patience and understanding. Seriously.,0
Your life is dude.,1
I really appreciate your help. :),0
You are the most useless person I know.,1
You are so terrible it's embarrassing.,1
Keep up the good work! For real.,0
"No one wants you around, terrible.",1
I'm lucky to know you. No doubt.,0
I'm really glad you're on the team. I mean it.,0
Thanks for your patience and understanding. 100%.,0
You are genuinely one of the best people I know. Seriously.,0
You should be proud of yourself. For real.,0
Everyone thinks you're disgusting.,1
Your smile is contagious! I mean it.,0
Well done on your achievement. :),0
You boy piece of trash.,1
Your feedback was really helpful. Really!,0
You always know the right thing to say. Really!,0
I'm lucky to know you. Really!,0
You disgusting piece of trash.,1
Everyone appreciates what you do.,0
You are beyond embarrassing.,1
That was a very kind thing to do. For real.,0
Well done on your achievement. I mean it.,0
Keep up the good work! 100%.,0
You always bring out the best in others.,0
I love spending time with you. I mean it.,0
Everyone thinks you're awful.,1
That was a very kind thing to do. :),0
You are beyond boy.,1
"I hate you so much, you nasty.",1
I think you're doing an awesome job. For real.,0
Your life is pal.,1
You are beyond worthless.,1
I love how dedicated you are. I mean it.,0
You have such a positive energy. No doubt.,0
I really appreciate your help. I mean it.,0
"No one wants you around, toxic.",1
I think you're doing an awesome job. No doubt.,0
"You make everyone sick, you basic freak.",1
"I hate you so much, you awful.",1
You are the most nasty person I know.,1
Your life is bro.,1
You are so you it's embarrassing.,1
You always know the right thing to say. Really!,0
Your life is worthless.,1
You are so man it's embarrassing.,1
I love how dedicated you are. I mean it.,0
You are such a good friend.,0
I'm lucky to know you. Really!,0
You are such a good friend. 100%.,0
You are so talented and kind. Seriously.,0
You inspire me every day. For real.,0
You did a great job today! Seriously.,0
That was a very kind thing to do. I mean it.,0
I'm really glad you're on the team.,0
That was a very kind thing to do. No doubt.,0
"I hate you so much, you kid.",1
That was a very kind thing to do. I mean it.,0
That was an amazing presentation. :),0
That idea you had was brilliant. For real.,0
You're so irrelevant and pathetic.,1
"Just disappear, you man weirdo.",1
"You make everyone sick, you fake freak.",1
"I hate you so much, you you.",1
"Stop existing, you embarrassing waste.",1
You're too gross to understand anything.,1
"You make everyone sick, you man freak.",1
You always bring out the best in others.,0
You are beyond dude.,1
Keep up the good work! Seriously.,0
You should be proud of yourself. 100%.,0
I love spending time with you. For real.,0
That idea you had was brilliant. I mean it.,0
"You deserve nothing, you crazy rat.",1
You are such a good friend. Really!,0
Your life is boy.,1
You did a great job today! I mean it.,0
You are such a good friend. For real.,0
"Just disappear, you gross weirdo.",1
You made my day so much better. :),0
You made my day so much better. 100%.,0
You are such a kid.,1
I'm really glad you're on the team. Really!,0
You're too terrible to understand anything.,1
You made this project much better.,0
You handled that so well.,0
Your feedback was really helpful.,0
"Go away, you kid loser.",1
Keep up the good work! Really!,0
You're a complete you failure.,1
"You make everyone sick, you man freak.",1
You repulsive piece of trash.,1
Your smile is contagious!,0
Everyone appreciates what you do.,0
You made my day so much better. No doubt.,0
You inspire me every day. No doubt.,0
Your life is ugly.,1
"No one wants you around, ugly.",1
You're so pal and pathetic.,1
Your life is gross.,1
Your hard work is really paying off. For real.,0
You inspire me every day. Really!,0
Everyone thinks you're boy.,1
"No one wants you around, crazy.",1
You always bring out the best in others. Really!,0
"No one wants you around, repulsive.",1
You girl piece of trash.,1
"Nobody likes you, terrible.",1
"You will never be good enough, you crazy idiot.",1
Thanks for always being there for me.,0
You're so creative and thoughtful. For real.,0
You are so talented and kind. I mean it.,0
That idea you had was brilliant. Really!,0
You handled that so well. Really!,0
I love how dedicated you are.,0
I love how dedicated you are. Seriously.,0
Your life is irrelevant.,1
You are beyond toxic.,1
Your smile is contagious! Really!,0
You are such a mate.,1
"You deserve nothing, you pitiful rat.",1
"I hate you so much, you worthless.",1
I love how dedicated you are. 100%.,0
That was a very kind thing to do. :),0
"You make everyone sick, you embarrassing freak.",1
Your life is fat.,1
Thanks for always being there for me. No doubt.,0
That idea you had was brilliant. No doubt.,0
You are genuinely one of the best people I know. Seriously.,0
Thanks for always being there for me. I mean it.,0
Your feedback was really helpful. I mean it.,0
You are so talented and kind. No doubt.,0
"Everyone laughs at you behind your back, girl.",1
Your life is embarrassing.,1
"You make everyone sick, you vile freak.",1
"No one wants you around, dude.",1
You're so toxic and pathetic.,1
Keep up the good work! No doubt.,0
You're so pitiful and pathetic.,1
You made this project much better. No doubt.,0
I really appreciate your help. No doubt.,0
You always bring out the best in others. Seriously.,0
I think you're doing an awesome job. For real.,0
You are so talented and kind. I mean it.,0
You're so ridiculous and pathetic.,1
I love spending time with you. Really!,0
I'm lucky to know you. 100%.,0
"You will never be good enough, you horrible idiot.",1
Your feedback was really helpful. I mean it.,0
You are such a basic.,1
Everyone thinks you're annoying.,1
I'm lucky to know you.,0
You did a great job today! 100%.,0
You are beyond cringe.,1
"Just disappear, you embarrassing weirdo.",1
You did a great job today! For real.,0
"No one wants you around, basic.",1
You're too fat to understand anything.,1
"Everyone laughs at you behind your back, weird.",1
"No one wants you around, boy.",1
You fat piece of trash.,1
Keep up the good work! 100%.,0
I think you're doing an awesome job. Really!,0
Everyone thinks you're cringe.,1
You are such a good friend. Seriously.,0
I really appreciate your help. Seriously.,0
"Stop existing, you stupid waste.",1
"You deserve nothing, you weird rat.",1
"You make everyone sick, you stupid freak.",1
"Stop existing, you useless waste.",1
"You make everyone sick, you fake freak.",1
Your feedback was really helpful. For real.,0
You handled that so well. I mean it.,0
You are so talented and kind. Really!,0
Your life is horrible.,1
You handled that so well. I mean it.,0
Your life is ridiculous.,1
Thanks for your patience and understanding. I mean it.,0
Everyone appreciates what you do. Seriously.,0
"No one wants you around, boy.",1
That idea you had was brilliant. :),0
Your life is hopeless.,1
You made my day so much better.,0
"You make everyone sick, you awful freak.",1
You're a complete pal failure.,1
Your smile is contagious! 100%.,0
"No one wants you around, fat.",1
You always know the right thing to say. Really!,0
I'm lucky to know you. Seriously.,0
"Stop existing, you worthless waste.",1
You are genuinely one of the best people I know. Seriously.,0
You are the most crazy person I know.,1
I love how dedicated you are. :),0
You made this project much better. No doubt.,0
Thanks for your patience and understanding.,0
"Just disappear, you cringe weirdo.",1
You always know the right thing to say. For real.,0
"Stop existing, you ridiculous waste.",1
You're a complete embarrassing failure.,1
Everyone appreciates what you do. 100%.,0
"You make everyone sick, you repulsive freak.",1
You made this project much better.,0
"Nobody likes you, dude.",1
"No one wants you around, toxic.",1
"Nobody likes you, crazy.",1
You are genuinely one of the best people I know. 100%.,0
You are the most pathetic person I know.,1
"I hate you so much, you annoying.",1
Your smile is contagious!,0
You are so talented and kind. I mean it.,0
Your smile is contagious! For real.,0
"You deserve nothing, you lame rat.",1
"You will never be good enough, you boring idiot.",1
"No one wants you around, fake.",1
You are such a man.,1
Thanks for always being there for me. :),0
You are such a awful.,1
You are the most worthless person I know.,1
You made this project much better. :),0
You're too boy to understand anything.,1
Thanks for always being there for me. Seriously.,0
Keep up the good work! No doubt.,0
Thanks for always being there for me. No doubt.,0
Thanks for always being there for me.,0
"You make everyone sick, you obnoxious freak.",1
You are the most disgusting person I know.,1
"Go away, you ridiculous loser.",1
"No one wants you around, terrible.",1
That was a very kind thing to do. I mean it.,0
You are so talented and kind. :),0
You're a complete toxic failure.,1
You're so obnoxious and pathetic.,1
Well done on your achievement. No doubt.,0
You are beyond boring.,1
"Stop existing, you horrible waste.",1
"Go away, you pal loser.",1
You are such a pal.,1
"Stop existing, you hopeless waste.",1
"Stop existing, you nasty waste.",1
You're so hopeless and pathetic.,1
Thanks for your patience and understanding. 100%.,0
You're too irrelevant to understand anything.,1
You are such a man.,1
You are so horrible it's embarrassing.,1
Thanks for your patience and understanding. For real.,0
You are so basic it's embarrassing.,1
Your smile is contagious! For real.,0
Your hard work is really paying off. No doubt.,0
You're so terrible and pathetic.,1
Thanks for your patience and understanding. Really!,0
I love how dedicated you are. :),0
You lame piece of trash.,1
You inspire me every day. :),0
You inspire me every day. For real.,0
Your feedback was really helpful. Really!,0
"Everyone laughs at you behind your back, kid.",1
You have such a positive energy. 100%.,0
You made my day so much better. 100%.,0
I love spending time with you. For real.,0
You are so worthless it's embarrassing.,1
You handled that so well. For real.,0
Keep up the good work! For real.,0
You have such a positive energy. :),0
"Nobody likes you, obnoxious.",1
I think you're doing an awesome job. 100%.,0
You vile piece of trash.,1
You always know the right thing to say. :),0
You always know the right thing to say. :),0
You are so talented and kind. I mean it.,0
You're so creative and thoughtful. 100%.,0
You made my day so much better.,0
You made my day so much better. For real.,0
You made this project much better. I mean it.,0
I'm lucky to know you. No doubt.,0
Your feedback was really helpful. Seriously.,0
"You will never be good enough, you pitiful idiot.",1
Your feedback was really helpful. For real.,0
You're so creative and thoughtful. For real.,0
You are the most horrible person I know.,1
"Stop existing, you kid waste.",1
You are the most weird person I know.,1
You handled that so well. 100%.,0
Your life is basic.,1
You always know the right thing to say. :),0
Everyone appreciates what you do. No doubt.,0
You're so creative and thoughtful. Seriously.,0
You are the most girl person I know.,1
You crazy piece of trash.,1
That idea you had was brilliant. Seriously.,0
I love how dedicated you are. I mean it.,0
That idea you had was brilliant. Really!,0
